order_id,customer_id,order_date,order_amount,order_status,product_category
5460c3a4-5457-40b6-b75f-ea62373b7002,425,8/11/2024,864.27,Completed,Home & Garden
8d62c74f-ea40-40dc-92ae-f3a08d7440aa,985,2/18/2023,374.8,Completed,Clothing
0aa468a6-d2cb-49ab-8860-3e19c49074a9,672,8/28/2023,652.34,Completed,Toys
ecba4643-f355-4177-b171-1a91a8278583,368,11/11/2024,711.14,Completed,Home & Garden
c51bb11d-50be-497c-8187-3f19e1e2629f,782,7/5/2023,44.92,Pending,Clothing
93de64a5-894a-4ab6-9594-fffbbe5f94ae,166,5/4/2023,739.98,Completed,Electronics
9086a1be-1e3e-4b12-b257-6d489e15baca,783,5/16/2023,826.03,Completed,Books
cb9ec981-c902-4c60-9c2f-99eac7b06db6,771,7/12/2023,344.58,Pending,Electronics
6d879b09-cb49-401d-b9c2-0f726c5cd853,405,1/15/2024,894.2,Cancelled,Books
cee8a9e6-3135-47cf-bfea-b9e233f232e5,753,4/24/2024,730.32,Completed,Clothing
991143ef-0a01-4617-8416-f535c2aa84e9,148,10/6/2023,313.12,Pending,Clothing
d92de255-cbea-4f2b-8630-54f1ac3da82c,795,5/2/2024,791.54,Cancelled,Clothing
031a23fb-de0a-492d-a36e-96b59ee0fa49,216,6/28/2024,39.17,Pending,Toys
4f5d34da-3e15-4d81-8f5d-8968e75ad791,914,1/10/2024,105.64,Cancelled,Home & Garden
aa567eab-7f97-4038-8c8c-09a7b412e83c,130,12/19/2023,700.58,Pending,Electronics
b1ce90f0-076f-434e-b0d7-53203a90a091,57,10/7/2024,882.28,Cancelled,Clothing
fb4c4965-6270-4bde-bc5c-b279617256ed,926,1/13/2023,375.39,Completed,Home & Garden
1b9ac1df-b7d0-474c-bfb1-68627ba4fea8,534,5/6/2024,206.78,Cancelled,Clothing
58a86beb-8f78-4215-b264-3605a390bd36,43,12/13/2024,32.71,Pending,Toys
7265c830-ab35-47ba-b01f-1cb55f3c1da3,974,12/23/2023,498.71,Pending,Clothing
273820a8-e655-4027-8627-92039c61b48a,870,3/21/2023,677.22,Completed,Home & Garden
211b381f-ccb8-4563-8765-fb0714f42d38,53,7/27/2023,137.55,Completed,Electronics
8f19242a-1ffe-4666-9c27-a5da008fe420,318,9/10/2024,460.25,Pending,Home & Garden
0b2e00f6-4fa8-44ae-bcee-d6e41276380e,136,10/9/2023,478.22,Completed,Electronics
67105d22-3db0-404a-ad58-aea894c4e696,546,5/17/2024,837.76,Completed,Electronics
087fa435-cf53-4e44-b7a3-c9fde5369087,552,3/19/2023,192.65,Cancelled,Home & Garden
61739f4a-de7b-4088-8299-4969f9fa017d,258,2/20/2023,677,Cancelled,Books
9c4d62c0-2fe0-4cc9-aec2-ef418cd82d75,790,10/22/2023,875.24,Pending,Books
819e3d22-aa86-4d58-beaf-c3b48e6eb3da,60,3/28/2023,293.15,Cancelled,Home & Garden
7aa0cd84-5fd8-4da2-8152-661ef3365d47,130,4/29/2024,298.64,Completed,Home & Garden
78334ec6-3d61-4b25-a710-e8d4b1e567d4,902,6/10/2023,334.34,Cancelled,Clothing
533b3040-cb61-4ec3-bd7b-260882022504,351,2/28/2024,596.22,Pending,Books
2bef33be-3453-47d5-ad41-4afe80147dfc,537,9/23/2024,90.47,Completed,Toys
5e73cae0-a4cd-4c06-87eb-90cd5c1a89c7,776,7/31/2024,922.07,Cancelled,Electronics
ec56c52f-2ed2-4ffe-aab3-54ed3ed1a92c,313,10/9/2024,402.05,Completed,Home & Garden
cd3e63c8-c3e6-4c7b-aa9d-57612da0bfb7,176,4/9/2024,353.9,Completed,Books
fc3db876-1621-4c7e-98a2-09f312034b0e,755,6/1/2024,849.3,Pending,Toys
847dc589-a877-47b1-b3c2-9c72959f813c,567,7/6/2023,951.24,Completed,Home & Garden
7e8ed265-a554-4527-8427-5a49511b1f29,343,12/21/2023,823.69,Cancelled,Home & Garden
34457653-106d-40cb-adb7-08f8bdf275be,548,12/19/2024,731.99,Pending,Toys
caebba1e-12ed-453c-be3b-6f7719c78466,889,8/19/2023,797.62,Completed,Books
ad5dc62f-fe41-4cf8-81ff-8aee646f9372,803,8/21/2024,139.08,Completed,Clothing
dd9021de-4cd0-4aa1-b75d-8f505f9a4188,960,12/21/2023,377.4,Cancelled,Books
6b80fe4a-aada-4fc8-820b-76054bc57055,539,2/24/2024,896.46,Completed,Electronics
aa489679-e8d3-446b-b66f-940464335b93,351,7/29/2023,841.08,Pending,Clothing
cd6d7781-809a-4031-a823-f8df2c5e11b0,867,3/26/2023,852.01,Cancelled,Home & Garden
730dfe7e-88aa-4bac-83f2-f35020ebbb7c,981,1/14/2023,798.19,Cancelled,Books
5f8f6dd8-3f65-4d8c-aa94-5c62d38a3c5d,434,9/19/2023,925.34,Cancelled,Toys
59b59758-a9a0-4f34-964f-179f27b33656,858,4/9/2023,206.01,Cancelled,Electronics
f035940a-3b72-4372-8961-624023312f0b,115,12/29/2024,349.82,Completed,Electronics
450a94f9-0786-44d0-be84-3e3ec520a867,920,4/23/2024,565.81,Completed,Home & Garden
19a76d6d-fc3a-4703-ad62-2b43a5996771,975,1/6/2023,645.39,Cancelled,Books
8b306a7e-f543-487e-9906-35661d106c1e,236,12/5/2024,263.64,Completed,Books
312fa7de-d868-4e33-894e-6be96121a69d,917,3/22/2024,176.96,Pending,Books
47a63125-18d7-455c-b6a4-8397ec412f72,380,8/26/2023,787.12,Pending,Books
8192acda-3ea7-4a3d-84ca-85f3b7b97db5,351,8/29/2024,118.12,Pending,Toys
87ea8c79-befe-419b-b420-7d3c26ab139b,813,3/26/2024,905.8,Pending,Books
224c7227-5079-4ea5-99c6-bb012edb78b3,851,2/22/2024,545.25,Completed,Clothing
5aeae31b-1d11-4e04-986b-acec9ed6f9e4,799,5/3/2024,549.12,Completed,Toys
209c024e-6c32-49fa-acd1-2501bd19c1cd,2,10/30/2023,486.53,Pending,Toys
b31821d0-6fb0-42c2-b342-8d276e16c0e5,881,10/9/2024,948.2,Completed,Clothing
9729411a-6084-4873-807f-78e05de2e07a,989,4/13/2023,948.58,Completed,Clothing
9d8e7475-9321-4511-8cfe-905ffdfa4269,150,9/2/2023,887.24,Cancelled,Books
1e8a7982-a5dd-42b3-808b-7b571074f4a3,445,7/8/2024,634.94,Pending,Electronics
e70b11dd-66ed-4d98-a0d8-223da6525153,700,2/4/2024,759.76,Completed,Books
71810dae-4e06-49b1-93b6-ee7c1a0eebe2,829,11/21/2023,507.25,Completed,Home & Garden
c0e94913-b8d8-4772-b5ea-f0ce41ccb7b9,669,11/25/2024,894.66,Pending,Home & Garden
f2130be6-1fb5-4b51-b29e-94bcf06c8dbf,289,1/21/2023,744.18,Pending,Home & Garden
95d8d395-c989-4ff5-8d82-c0f9e6dfa907,812,12/26/2023,737.63,Pending,Home & Garden
7b6f1d3c-2148-4140-9b33-d0ca80c85a70,775,1/22/2023,723.87,Pending,Books
d2aa972d-6d2c-45c2-af64-be3d1f071241,92,10/30/2023,663.23,Cancelled,Clothing
d3891308-c1eb-4f3e-addc-d47c231ebf9a,613,6/23/2023,331.03,Completed,Toys
e7ac12ee-5838-4087-8e29-b18e655d9b4a,442,5/26/2024,594.26,Pending,Clothing
3633c318-dfc2-469d-a2e9-b6694dbd1ad7,782,12/3/2023,617.7,Pending,Home & Garden
e6a8de0b-5eec-43bc-aecf-d18c5cb7fa60,459,6/5/2023,369.35,Completed,Home & Garden
b74ebb59-d464-4d63-b604-40dba76db051,656,10/28/2024,638.45,Cancelled,Books
7570003a-37b7-49d0-80be-68a5288ebd9b,880,4/15/2024,680.67,Pending,Toys
1118e6e5-a69a-460a-af71-a6428324c35d,763,3/30/2023,769.12,Pending,Books
5effbff1-f7cc-4e44-ad3e-ce4d9317d1c0,873,5/28/2023,119.07,Pending,Clothing
32f47d46-112e-4d0e-b016-a68f6669400f,328,8/10/2023,541.8,Cancelled,Clothing
78516e9b-cd87-4ba6-9c13-68095ff9d368,500,9/19/2023,280.9,Completed,Electronics
ccd4cd6e-dc76-4504-9b79-b5a8943dc8c6,873,3/5/2024,840.81,Completed,Electronics
84b8489e-bb57-4e99-81c9-f2a03b3a982a,983,9/9/2023,107.2,Completed,Electronics
67757e4b-369e-4929-993b-4aa600aa3e6b,95,7/3/2023,841.08,Pending,Clothing
79df3ad2-8c34-4f06-b44d-a6a5c9ca587c,940,10/30/2023,375.63,Cancelled,Electronics
465bc245-fb43-4414-8612-e0a9508542f0,91,5/27/2024,24.36,Cancelled,Home & Garden
c592284a-76b3-48ed-81a3-bedb6adf56c1,392,12/27/2023,117.72,Completed,Clothing
2647098d-c087-49f9-aeba-cfecba024494,664,7/10/2023,200.17,Completed,Books
f53ee8ff-0255-4de4-92f4-6416311da2c4,262,11/27/2023,911.03,Cancelled,Toys
1a09ecd0-61b4-4646-af85-7d79ab53a4dc,883,12/4/2023,218.64,Pending,Home & Garden
d86f6071-3f66-456b-ae93-889ffde49b72,173,9/24/2023,304.83,Completed,Clothing
41516ca8-f69c-426e-b579-47d2fc31eec5,304,9/30/2023,823.73,Cancelled,Clothing
008dc60e-b788-44e3-b6b2-097161e15072,807,4/1/2023,539.69,Completed,Toys
03670132-9069-46df-ab1c-5757b3c3a0b6,868,3/10/2023,962.16,Completed,Electronics
1b02455a-20d8-4940-ad76-b9a169a41110,391,8/13/2023,769.01,Cancelled,Clothing
f1a08d04-1a77-46bb-b057-aebade8dc084,519,12/31/2023,213.73,Cancelled,Clothing
b516eaf6-87d3-45b9-be1f-5f2919983cb8,925,6/4/2024,18.35,Pending,Electronics
8d13d78b-ead4-4c6d-b018-433381f86cb1,895,1/27/2024,719.27,Completed,Home & Garden
8555f5ae-47a5-4f01-8724-dec8efab06f3,26,1/17/2024,188.11,Completed,Toys
04e51c6a-d99e-4468-b027-938ce7fcee38,891,1/8/2024,452.84,Pending,Clothing
14e7a1f6-c6cf-46b6-85b5-41d92f2ba5f4,988,2/2/2024,433.02,Cancelled,Home & Garden
f822d3f5-308e-4043-8681-53d0cba4a357,42,9/24/2024,161.15,Completed,Electronics
1d18c8ae-14bc-4cb8-a6a3-e055590f483b,337,1/5/2024,522.32,Pending,Electronics
c613065d-740b-4cab-a7cc-6623948b73c9,528,4/27/2024,365.45,Cancelled,Toys
fc2a50a3-ffcd-4868-97c9-083fe8468a96,152,1/25/2023,29.8,Completed,Clothing
65a1e922-91ca-4fd1-b331-4127ff32da64,263,4/16/2024,62.69,Pending,Home & Garden
76e426ea-906c-4fcc-beee-8ff67063a23c,682,10/4/2023,364.01,Completed,Clothing
b3284221-5db1-4830-8aef-37fb43e9d441,438,3/12/2024,219.1,Cancelled,Home & Garden
44dc8dd1-70a8-4d8d-8b1e-76aa3919fbe8,240,1/17/2024,13.1,Pending,Home & Garden
ef330011-42f4-43c3-b6bf-419890b73f6e,96,4/26/2024,549.87,Cancelled,Toys
34bc2b2f-6ab7-45db-badd-82f736622251,150,11/11/2023,576.65,Completed,Clothing
d6280c46-8be2-4913-8dac-88071463e26e,987,5/17/2024,118.16,Pending,Books
3e1417d9-0d5a-422e-be87-b33b9d4128c1,476,4/6/2023,540.01,Cancelled,Home & Garden
dcd83084-15bc-401d-9f43-31f0bea0d63f,214,6/12/2024,942.37,Pending,Home & Garden
c94df632-2974-4865-93d1-86d6c6c88358,788,3/9/2024,113.09,Cancelled,Electronics
f0ccc77d-9eef-44a5-94fd-f6bbcd005725,119,12/21/2023,20.83,Completed,Electronics
ac47772c-9248-49b5-9319-28467a0b829c,358,12/6/2024,21.91,Pending,Toys
e2a4dbfc-8c00-4925-914f-053ccace1bf0,9,10/20/2023,873.57,Cancelled,Toys
86c78ed5-a29e-486c-96d3-feaab2c97a03,590,10/22/2023,499.79,Completed,Toys
75256ff5-0fbc-44e5-96a3-b7263e185300,539,8/29/2024,681.11,Pending,Books
2e76eb6f-ff16-4948-a1a0-67ac69172649,8,4/16/2024,196.27,Completed,Clothing
89d3c2f0-0561-4cc1-bf15-1ca469bcea1a,922,5/30/2023,550.16,Cancelled,Toys
93e383cb-32f6-4c16-9ded-c62d68e3edcd,867,1/24/2024,767.31,Cancelled,Toys
813db62c-d69b-44b0-bda4-10758ae876ff,416,9/29/2024,333.02,Pending,Toys
adaa59b2-f098-4274-b222-5199a66c8834,215,1/3/2024,240.7,Cancelled,Home & Garden
cf314e4b-2c41-410c-9542-99a42084d8b3,281,2/27/2024,23.73,Pending,Electronics
c9e03144-9cfe-4992-ab08-cc41b170e8ae,703,5/15/2023,432.34,Pending,Home & Garden
cfaa8458-0fa6-44eb-9e00-e70ef83b0b82,370,10/18/2024,562.18,Cancelled,Clothing
395c3e95-605f-44b4-b3c8-8ff0e858414b,248,12/10/2023,430.6,Cancelled,Clothing
9cce32e0-a777-4d09-8883-d07d31d27ceb,473,7/21/2023,936.77,Completed,Home & Garden
0d9734ff-af3d-49b2-9495-f1b306b8a6ec,976,3/18/2023,977.82,Cancelled,Electronics
60ad1707-98eb-4943-9ab8-88cb6ae0fad4,230,3/26/2024,624.18,Cancelled,Books
a63a4fa3-f5bd-4ce6-bca0-cfdf8f0a384f,936,10/17/2024,243.39,Cancelled,Books
0211e77d-bedf-458e-987f-24a305c6310d,269,4/1/2023,821.75,Pending,Toys
8a0a2dda-ab54-4e66-a26b-19c5f7b34375,870,8/23/2023,364.9,Cancelled,Clothing
48bc319f-84d9-4808-a103-3b707f79e92f,981,7/2/2023,712.05,Pending,Home & Garden
cc9fc245-c439-4a5d-810b-5ed810a53cec,467,4/27/2024,38.99,Pending,Clothing
efff1713-423e-479f-8965-e62262d0d62c,319,1/16/2023,410.04,Pending,Books
917a07fa-ab99-4a7b-9dbb-6768cc097ff4,471,4/16/2023,68.82,Completed,Toys
6ca9f9f3-cef4-47c7-8eed-4a0f124ac423,29,7/2/2024,487.26,Cancelled,Toys
746611d5-286d-43cc-8f20-f3ae6d3fd418,959,8/18/2024,860.53,Cancelled,Clothing
01932cea-db5d-4a54-87dd-920da0d34b9d,207,10/30/2024,250.06,Pending,Toys
944a79e0-771d-4bb0-93bc-cb945bd32b72,722,10/25/2023,591.76,Pending,Home & Garden
af2f042c-c99e-4a0b-a112-682f5d42674c,269,7/12/2023,288.32,Completed,Books
4bf71a72-c26f-42e5-8fa2-d2cd9990b918,612,2/1/2024,632.89,Completed,Electronics
de5d71fc-8793-4b23-a921-44bea455c95a,732,10/12/2024,198.67,Cancelled,Books
091497c9-467a-49dd-9cb7-d67b1ad89540,770,8/4/2023,289.93,Completed,Books
33a1056b-20cb-4798-beb1-fa65811c0b45,820,11/17/2024,922.38,Cancelled,Toys
236ff9e4-82ac-41a1-8fbb-cda68face3fd,678,10/23/2023,116.63,Cancelled,Home & Garden
c9beefec-2399-45bd-bf76-7fbeb3245f56,403,8/2/2024,507.22,Pending,Home & Garden
3689d59e-47ce-47e2-8142-10d1935bbb51,108,8/19/2024,599.18,Cancelled,Home & Garden
73db0a84-1354-4a5f-92e1-04ce958890c5,405,11/1/2023,65.69,Completed,Toys
2e037d6e-25af-46e1-84cf-bf7b2a38030b,65,9/28/2024,650.33,Completed,Books
d2ce6dd8-2ef0-49cf-a778-81df645c38cc,652,2/22/2024,857.99,Cancelled,Books
65873e55-e387-44da-9988-7136a9c7780e,942,10/2/2024,155.42,Completed,Home & Garden
606276a0-804c-4e02-a4b2-4edffc6ee235,554,10/15/2023,553.19,Completed,Toys
27d44a9c-17a4-4a92-938b-8013c45041d9,168,7/16/2023,206.62,Pending,Clothing
4cdb5e00-6679-4b6f-9ac4-aa3fa64a8faa,520,12/13/2024,397.15,Pending,Electronics
5616b288-642e-4cca-b444-957cd9da47fc,214,7/27/2023,938.98,Pending,Home & Garden
11b9a4e8-d5de-4eee-9797-c212cf302d6f,411,6/27/2024,972.94,Pending,Toys
392b9555-4725-4c67-8825-fbdcb8943287,333,11/6/2023,28.14,Completed,Electronics
e47175e0-77e7-486a-b474-a1d653ed7f8f,552,11/1/2024,675.61,Pending,Home & Garden
73d06c31-cec7-49be-982d-aae218595137,993,3/5/2023,203.98,Cancelled,Home & Garden
d116e787-d3ae-4ba9-be38-cdae0e896767,781,7/27/2024,178.52,Completed,Electronics
8214bf72-39a9-4e18-a2a4-7530c65c3b8d,241,11/7/2024,866.1,Cancelled,Toys
29c0d398-12c8-41d6-8e1f-3faf05d98e48,514,12/17/2024,107.62,Pending,Clothing
c65d64a5-6816-4a44-be7d-cc547faeb105,699,8/12/2024,339.36,Pending,Home & Garden
7d131fe2-1b1b-4a24-b175-927fb9c01277,662,4/4/2023,290.84,Cancelled,Toys
6c58d36f-016b-4165-bd56-50822edc8f70,901,8/6/2024,653.78,Pending,Electronics
5123bac7-208c-4acb-850e-9c3f1b002aba,299,10/27/2023,532.82,Pending,Clothing
edcb0699-8e9e-4dac-860e-955e534a9b4d,145,5/8/2023,327.81,Completed,Home & Garden
ed240cd5-598c-4340-bf1b-61ad6511a814,7,1/19/2024,513.62,Completed,Clothing
1d19e0ec-702d-4ded-983c-475accba1294,805,10/25/2024,579.98,Pending,Books
8e5c50dc-f17b-410d-870d-2f0466a9cabd,666,1/11/2023,504.41,Completed,Home & Garden
3c0dbacc-b319-4bb9-b4af-1b3419810e84,844,10/12/2024,272.09,Cancelled,Books
c201950b-ff89-4c32-b9a3-d52c271256b8,220,9/5/2023,437.22,Completed,Electronics
0a0b0047-663c-4f49-848c-dc72ccdee58c,507,3/2/2024,845.25,Cancelled,Clothing
5325c68a-80c2-4842-a714-a904bf38f3cb,44,7/24/2023,298,Cancelled,Home & Garden
2e46499d-d30d-46c1-b58b-8f8bb1201847,42,10/27/2024,573.64,Pending,Clothing
311e8051-de82-406a-be95-8247efa6e4bb,987,8/30/2023,817.31,Cancelled,Home & Garden
af50ab17-4f2d-4838-a4c5-fd962f51579a,93,8/15/2024,574.22,Cancelled,Home & Garden
1c583268-f1c2-4b93-b7e4-cf36da7b635d,875,4/26/2023,722.62,Pending,Books
c2d6c5e2-c805-4117-95df-768632dbf1bf,405,4/28/2024,126.77,Cancelled,Electronics
4863cfd7-4e68-43e0-ad4f-ae2f84971eac,476,4/29/2024,173.25,Cancelled,Toys
531f2991-199a-40df-956e-8942351a90a9,161,1/8/2024,916.76,Pending,Electronics
9ea4a0fe-7fcd-4f03-8819-644c489e0747,467,5/24/2023,107.58,Pending,Clothing
5aa9639d-ae48-45df-89d0-cae4e7c8f87b,279,8/9/2024,705.81,Cancelled,Home & Garden
2dc20df3-22a4-48b4-b479-9934f0473639,215,9/23/2024,944.76,Pending,Home & Garden
3457911d-0ba6-4863-ae70-7af1013f3cbf,963,5/24/2024,754.96,Completed,Toys
3643a2ff-66b1-4342-b094-36c4bff357f5,354,3/1/2024,12.94,Cancelled,Books
5f64a17b-e561-4155-9769-a8de55e63143,768,8/19/2023,208.59,Completed,Electronics
719b6370-63bb-4164-b681-c6aa24e3147a,892,7/23/2023,40.81,Cancelled,Toys
81f62e81-958d-4177-896e-558080fa05b6,179,5/28/2023,179.06,Completed,Clothing
f1979af1-6d65-46fc-8556-c0d183b3b931,332,12/10/2023,608.59,Cancelled,Books
cdd8e9c4-f890-4af1-a656-f3c3e09eda14,123,12/7/2023,187.62,Cancelled,Books
