transaction_id,customer_id,amount,transaction_date,product_category,payment_method,store_location
52,509,1589.99,5/18/2025 16:10,Clothing,Cash,Chicago
53,123,2158.73,5/17/2025 5:13,Home,Debit Card,Online
54,902,2431.82,1/11/2025 22:57,Beauty,Debit Card,Miami
55,917,1814.91,2/22/2025 11:33,Beauty,Credit Card,New York
56,676,2543.2,1/23/2025 9:11,Electronics,Credit Card,New York
57,710,1248.98,1/27/2025 11:07,Sports,Cash,Chicago
58,763,4785.24,4/8/2025 13:25,Sports,Debit Card,New York
59,218,1342.26,4/25/2025 0:29,Sports,Credit Card,Miami
60,966,986.61,4/29/2025 3:38,Home,PayPal,New York
61,436,3811.29,5/2/2025 19:08,Home,PayPal,Los Angeles
62,995,4299.69,1/4/2025 19:54,Electronics,Debit Card,New York
63,989,593.22,5/3/2025 13:04,Clothing,PayPal,Los Angeles
64,434,1654.41,4/20/2025 1:34,Clothing,Credit Card,Online
65,67,3716.87,4/11/2025 18:34,Electronics,Cash,Online
66,762,2433.39,4/3/2025 3:52,Sports,Debit Card,Chicago
67,564,38.38,6/12/2025 13:08,Sports,Debit Card,Miami
68,719,4568.21,4/5/2025 0:46,Home,Credit Card,Los Angeles
69,383,3937.65,3/27/2025 18:47,Clothing,Debit Card,Chicago
70,32,1272.21,4/3/2025 7:26,Sports,Debit Card,Miami
71,55,1594.86,2/8/2025 21:00,Electronics,Debit Card,Los Angeles
72,166,2510.17,2/24/2025 12:52,Clothing,PayPal,New York
73,87,1220.34,2/25/2025 16:03,Sports,Debit Card,Miami
74,401,2041.88,2/28/2025 16:28,Clothing,Credit Card,Chicago
75,491,2100.21,5/3/2025 16:31,Clothing,Cash,Chicago
76,741,3940.23,1/2/2025 12:32,Clothing,PayPal,Online
77,373,4614.19,3/17/2025 15:41,Home,Debit Card,New York
78,296,3743.55,2/4/2025 8:17,Home,Credit Card,Chicago
79,669,435.05,5/16/2025 17:10,Home,PayPal,Chicago
80,662,200.34,1/13/2025 1:30,Beauty,Credit Card,Chicago
81,760,4100.09,1/27/2025 2:35,Sports,Credit Card,New York
82,243,301.28,3/21/2025 15:15,Beauty,Cash,New York
83,707,692.14,5/10/2025 9:06,Electronics,PayPal,Online
84,80,3686.68,2/7/2025 7:07,Electronics,Debit Card,Online
85,531,4690.75,2/20/2025 1:20,Clothing,Debit Card,Chicago
86,153,4077.96,4/3/2025 16:48,Sports,Debit Card,Miami
87,598,1632.77,6/5/2025 5:43,Clothing,PayPal,Miami
88,683,1574.76,4/19/2025 7:18,Beauty,Cash,Online
89,688,1378.09,6/14/2025 3:58,Clothing,Debit Card,Chicago
90,252,3704.49,6/11/2025 3:03,Sports,Debit Card,Chicago
91,373,457.98,1/11/2025 1:40,Clothing,Credit Card,Los Angeles
92,780,1087.77,6/6/2025 19:12,Beauty,Debit Card,New York
93,831,4250.2,5/25/2025 1:40,Beauty,Cash,Miami
94,83,4045.33,5/3/2025 21:04,Sports,Cash,Chicago
95,102,4979.11,4/24/2025 16:42,Sports,Cash,Los Angeles
96,936,2288.29,4/20/2025 13:30,Electronics,Cash,Miami
97,534,2013.88,1/15/2025 8:36,Sports,PayPal,Online
98,270,3274.94,3/1/2025 10:19,Electronics,Cash,Online
99,19,4361.19,5/27/2025 16:17,Electronics,Credit Card,Chicago
100,372,2884.53,1/4/2025 9:03,Clothing,PayPal,New York
101,817,1893.09,4/16/2025 14:24,Clothing,Cash,Online
102,402,2067,2/6/2025 10:36,Electronics,Cash,Los Angeles
103,129,3977.43,6/11/2025 22:59,Beauty,Cash,Chicago
104,928,,4/20/2025 2:32,Beauty,Cash,New York
105,735,3802.28,2/12/2025 3:19,Home,PayPal,New York
106,817,3604.29,4/24/2025 9:41,Clothing,Cash,Los Angeles
107,814,3738.7,1/17/2025 23:04,Home,Credit Card,Online
108,854,2458.61,4/14/2025 9:08,Home,Debit Card,New York
109,805,4463.67,4/25/2025 6:17,Beauty,Debit Card,Miami
110,632,,2/17/2025 13:45,Sports,Cash,New York
111,576,2177.12,1/9/2025 3:39,Beauty,Credit Card,Chicago
112,541,2660.53,5/30/2025 17:31,Electronics,Credit Card,Online
113,493,3127.99,3/14/2025 7:15,Electronics,PayPal,Chicago
114,422,304.55,4/25/2025 8:06,Sports,PayPal,New York
115,617,1006.88,1/22/2025 5:12,Electronics,Debit Card,Chicago
116,17,404.66,5/15/2025 9:16,Home,Debit Card,New York
117,140,516.83,6/6/2025 19:04,Electronics,PayPal,Miami
118,568,3350.57,2/22/2025 5:53,Clothing,Credit Card,Online
119,100,3231.06,2/17/2025 18:59,Clothing,PayPal,Los Angeles
120,461,152.07,1/26/2025 22:39,Sports,Credit Card,Miami
121,671,2121.15,6/9/2025 17:45,Electronics,Debit Card,Los Angeles
122,627,3969.06,1/17/2025 9:27,Home,Debit Card,New York
123,464,1249.01,4/1/2025 1:16,Beauty,Credit Card,Los Angeles
124,841,4277.32,6/2/2025 9:27,Sports,Debit Card,New York
125,408,1621.62,2/7/2025 15:10,Electronics,Credit Card,Chicago
126,12,3696.64,2/15/2025 19:59,Beauty,Cash,Online
127,584,512.92,4/21/2025 5:10,Sports,Credit Card,Online
128,840,2214.43,3/24/2025 6:31,Clothing,Credit Card,Los Angeles
129,995,4653.24,4/25/2025 23:19,Beauty,Cash,Chicago
130,35,3691.23,1/18/2025 18:29,Home,Debit Card,Online
131,836,1913.75,2/6/2025 7:55,Home,Debit Card,Los Angeles
132,346,4689.16,5/20/2025 8:00,Electronics,Cash,Online
133,24,979.81,6/13/2025 5:19,Electronics,PayPal,Online
134,106,4710.53,1/5/2025 23:59,Home,Cash,New York
135,850,4142.98,1/23/2025 17:28,Clothing,PayPal,Los Angeles
136,486,4597.5,3/24/2025 17:03,Beauty,Credit Card,Miami
137,33,4934.62,3/28/2025 19:03,Electronics,Cash,Online
138,372,46.56,1/31/2025 10:19,Beauty,Debit Card,Chicago
139,283,4270.05,5/15/2025 1:20,Home,PayPal,Online
140,946,4771.85,2/20/2025 2:00,Sports,Debit Card,Chicago
141,24,1164.89,6/5/2025 9:17,Clothing,Debit Card,Chicago
142,283,3371.6,2/25/2025 14:09,Home,PayPal,Chicago
143,855,2371.54,4/28/2025 10:13,Home,Cash,New York
144,901,4640.09,1/17/2025 4:11,Sports,Debit Card,Miami
145,496,512.78,5/27/2025 14:31,Clothing,Debit Card,New York
146,793,4439.15,4/29/2025 0:59,Beauty,Debit Card,Online
147,735,202.73,1/14/2025 13:19,Home,Debit Card,Miami
148,94,299.95,2/17/2025 17:43,Sports,Debit Card,Miami
149,697,4683.07,5/13/2025 0:48,Electronics,Credit Card,New York
150,507,1548.34,2/28/2025 14:33,Home,Cash,New York
151,849,4016.28,4/25/2025 11:30,Clothing,Credit Card,Los Angeles
152,760,3421.32,1/1/2025 7:11,Home,Credit Card,Chicago
153,152,1667.64,6/17/2025 0:20,Sports,Debit Card,New York
154,184,,4/1/2025 12:35,Beauty,Debit Card,Chicago
155,107,398.62,4/3/2025 9:15,Home,Debit Card,Online
156,131,3292.45,5/13/2025 10:00,Home,Credit Card,Online
157,488,4240.74,4/5/2025 23:06,Beauty,PayPal,New York
158,127,1493.13,3/17/2025 7:44,Beauty,Debit Card,New York
159,542,46.65,4/6/2025 15:31,Electronics,PayPal,Chicago
160,607,1349.06,5/2/2025 10:29,Home,Debit Card,Online
161,298,1192.58,3/1/2025 8:22,Home,Cash,Chicago
162,391,3058.64,5/4/2025 16:40,Beauty,Cash,Los Angeles
163,317,4536,4/2/2025 23:28,Sports,Debit Card,Online
164,902,1493.73,3/1/2025 4:51,Home,Credit Card,Chicago
165,286,262.11,1/24/2025 20:20,Beauty,PayPal,Online
166,253,3244.47,1/21/2025 1:34,Electronics,Debit Card,New York
167,326,636.68,5/11/2025 20:03,Electronics,Cash,Miami
168,476,316.25,5/30/2025 12:31,Sports,Cash,Miami
169,479,3165.42,5/27/2025 4:51,Clothing,PayPal,Miami
170,40,3335.28,5/3/2025 6:40,Sports,Cash,Chicago
171,991,3346.4,5/29/2025 20:17,Clothing,Cash,Miami
172,654,346.08,5/18/2025 19:20,Home,Cash,Online
173,10,3456.05,4/15/2025 19:26,Home,Debit Card,Online
174,513,4212.29,4/2/2025 17:01,Home,PayPal,New York
175,736,3851.13,3/8/2025 15:06,Clothing,PayPal,Online
176,21,4674.53,2/25/2025 15:55,Clothing,Credit Card,Miami
177,141,313.18,4/21/2025 16:54,Clothing,Debit Card,Chicago
178,212,657.49,5/19/2025 7:11,Home,PayPal,Chicago
179,542,4636.94,3/29/2025 2:45,Beauty,PayPal,Online
180,53,4547.68,4/26/2025 12:07,Clothing,PayPal,Online
181,103,1274.08,3/31/2025 12:04,Beauty,Cash,Miami
182,482,4594.95,3/8/2025 12:27,Clothing,Cash,Chicago
183,379,869.64,5/25/2025 1:31,Clothing,PayPal,Los Angeles
184,438,1825.56,2/17/2025 20:45,Electronics,PayPal,Online
185,679,1764.94,5/27/2025 2:03,Beauty,Credit Card,Chicago
186,113,478.7,5/13/2025 20:14,Beauty,Credit Card,Online
187,936,972.07,4/15/2025 18:20,Electronics,Credit Card,Miami
188,383,3622.81,6/8/2025 13:53,Electronics,Cash,Miami
189,345,968.97,4/20/2025 4:24,Clothing,Credit Card,Miami
190,63,1400.65,2/7/2025 6:11,Clothing,Credit Card,New York
191,248,4136.33,5/23/2025 8:37,Clothing,Debit Card,Online
192,817,1147.55,2/2/2025 4:43,Beauty,Credit Card,Chicago
193,472,3107.41,5/21/2025 14:29,Beauty,Credit Card,Online
194,312,2422.86,1/13/2025 13:45,Clothing,PayPal,Online
195,20,746.43,4/2/2025 2:14,Home,PayPal,Miami
196,84,2123.96,4/11/2025 9:35,Sports,Cash,Los Angeles
197,697,4736.17,3/20/2025 15:49,Clothing,Credit Card,Online
198,394,2731.16,1/5/2025 6:20,Beauty,Credit Card,Los Angeles
199,872,4564.57,5/20/2025 8:21,Electronics,Debit Card,Online
200,395,355.24,4/16/2025 1:56,Clothing,Credit Card,Los Angeles
201,781,2591.08,5/12/2025 22:56,Electronics,PayPal,Miami
202,301,4330.1,4/8/2025 6:17,Clothing,Debit Card,Chicago
203,875,844.11,4/8/2025 7:13,Sports,Credit Card,Los Angeles
204,37,1944.72,2/3/2025 17:50,Sports,Credit Card,Miami
205,216,607.75,2/6/2025 6:10,Electronics,Debit Card,Chicago
206,769,2213.26,1/8/2025 11:02,Sports,Cash,Chicago
207,669,1160.19,2/18/2025 21:17,Home,Credit Card,Los Angeles
208,610,269.26,2/15/2025 23:12,Home,Debit Card,Chicago
209,301,3526.29,3/20/2025 7:04,Clothing,PayPal,Chicago
210,28,2404.43,5/11/2025 16:03,Clothing,Credit Card,Chicago
211,759,189.93,5/31/2025 8:56,Clothing,Debit Card,Chicago
212,895,1061.22,1/10/2025 16:12,Beauty,Credit Card,Miami
213,409,3379.98,4/18/2025 11:31,Home,Credit Card,Miami
214,27,2887.52,5/15/2025 8:47,Clothing,Debit Card,Chicago
215,733,1072.74,1/11/2025 9:19,Home,Debit Card,New York
216,163,678.05,3/9/2025 14:35,Home,Cash,Online
217,627,1725.83,4/11/2025 23:49,Home,Debit Card,Miami
218,742,,1/18/2025 5:43,Electronics,Debit Card,Los Angeles
219,370,2163.21,4/2/2025 5:22,Electronics,Debit Card,Online
220,496,3061.88,2/1/2025 11:15,Electronics,PayPal,Online
221,669,398.96,6/8/2025 13:12,Electronics,Cash,Chicago
222,603,1617.81,6/9/2025 12:46,Electronics,Cash,Online
223,92,1713.16,5/7/2025 8:47,Home,Credit Card,Chicago
224,33,3477.45,5/29/2025 9:29,Home,Credit Card,New York
225,422,4873.25,5/9/2025 10:29,Electronics,Debit Card,New York
226,881,1938.78,5/19/2025 5:00,Clothing,Credit Card,Chicago
227,402,2191.05,1/28/2025 1:30,Electronics,Credit Card,Chicago
228,208,2875.15,1/15/2025 2:40,Home,Debit Card,Los Angeles
229,894,1857.67,1/27/2025 1:00,Clothing,Cash,Miami
230,566,2429.47,3/31/2025 13:45,Electronics,Cash,Online
231,738,4904.77,3/2/2025 1:32,Sports,Cash,Los Angeles
232,670,375.28,2/22/2025 22:20,Home,PayPal,Los Angeles
233,118,4304.25,4/15/2025 7:45,Beauty,Debit Card,Online
234,340,3132.55,1/8/2025 0:10,Home,PayPal,Chicago
235,297,1616.8,1/31/2025 6:25,Beauty,PayPal,Chicago
236,440,3682.17,5/21/2025 0:11,Clothing,PayPal,New York
237,285,725.18,5/26/2025 17:23,Home,Credit Card,Chicago
238,634,532.22,2/24/2025 3:38,Electronics,Cash,New York
239,729,3283.74,1/18/2025 19:46,Clothing,Cash,Los Angeles
240,905,1141.21,1/7/2025 4:04,Beauty,Debit Card,New York
241,66,2589.77,4/1/2025 20:06,Clothing,Credit Card,Chicago
242,596,2177.23,4/11/2025 15:18,Home,Credit Card,Los Angeles
243,644,4522.92,3/11/2025 22:56,Sports,PayPal,Online
244,867,4881.05,1/20/2025 14:52,Electronics,Cash,Online
245,920,2169.89,2/26/2025 18:03,Beauty,Cash,Miami
246,409,4655.97,3/9/2025 19:29,Clothing,Cash,Online
247,735,419.09,4/26/2025 17:30,Home,Credit Card,Miami
248,394,742.62,3/27/2025 5:26,Electronics,Credit Card,Chicago
249,276,3551.77,5/24/2025 14:08,Electronics,Cash,Miami
250,474,4304.02,6/15/2025 22:46,Electronics,PayPal,Chicago
251,558,1057.89,4/30/2025 1:58,Sports,Credit Card,New York
252,885,3957.34,1/31/2025 14:36,Beauty,Debit Card,Miami
253,473,3009.18,2/27/2025 5:23,Home,Credit Card,Los Angeles
254,757,2521.16,3/22/2025 13:42,Home,Cash,Chicago
255,877,3974.51,4/28/2025 18:58,Sports,Debit Card,Los Angeles
256,566,1966.37,4/1/2025 1:01,Sports,PayPal,New York
257,457,2257.2,5/8/2025 23:30,Home,Credit Card,New York
258,600,4677.29,3/25/2025 11:47,Home,Credit Card,Chicago
259,340,4058.1,5/21/2025 14:35,Electronics,Cash,Los Angeles
260,205,3657.37,6/9/2025 6:10,Home,Credit Card,Los Angeles
261,883,1459.36,3/2/2025 6:12,Sports,Credit Card,Chicago
262,300,1984.05,5/30/2025 23:12,Electronics,PayPal,Los Angeles
263,66,12.09,4/30/2025 23:15,Electronics,Cash,Miami
264,697,3721.42,6/16/2025 22:40,Home,PayPal,Online
265,41,2521.36,5/20/2025 5:36,Electronics,Cash,Miami
266,267,1382.88,3/2/2025 3:58,Clothing,Credit Card,Los Angeles
267,688,3936.82,3/17/2025 12:24,Electronics,Cash,Los Angeles
268,544,2440.94,2/3/2025 8:06,Home,Credit Card,New York
269,246,1516.26,2/22/2025 17:10,Sports,Credit Card,Online
270,815,3342.14,5/7/2025 18:19,Sports,Debit Card,Online
271,418,1220.98,4/28/2025 17:46,Clothing,PayPal,Los Angeles
272,234,,1/16/2025 19:10,Clothing,PayPal,Chicago
273,648,2716.77,4/16/2025 8:39,Electronics,Debit Card,New York
274,905,,1/28/2025 6:11,Beauty,PayPal,Chicago
275,681,832.4,2/20/2025 11:19,Electronics,Debit Card,Online
276,240,1001.23,3/3/2025 20:31,Beauty,Debit Card,New York
277,277,3965.03,2/11/2025 11:11,Home,Cash,Los Angeles
278,142,1365.73,5/2/2025 21:40,Beauty,Credit Card,Miami
279,219,2937.66,6/9/2025 9:17,Sports,PayPal,New York
280,88,3938.93,2/15/2025 7:07,Home,Credit Card,Miami
281,733,4410.09,2/25/2025 0:56,Clothing,PayPal,Chicago
282,397,4770.81,2/16/2025 9:03,Electronics,Credit Card,Miami
283,420,1030.65,6/8/2025 18:22,Sports,Debit Card,New York
284,689,4487.05,3/24/2025 14:55,Home,PayPal,Online
285,465,731.79,3/15/2025 9:11,Home,Credit Card,Chicago
286,69,336.8,4/24/2025 10:00,Beauty,Cash,Los Angeles
287,572,3008.61,4/6/2025 2:53,Home,Cash,Online
288,440,931.27,4/10/2025 7:23,Sports,Credit Card,New York
289,421,745.21,4/12/2025 12:29,Electronics,Credit Card,Miami
290,736,2604.43,2/15/2025 13:07,Clothing,PayPal,Los Angeles
291,20,3402.3,3/24/2025 2:17,Electronics,PayPal,Miami
292,950,2618.93,1/16/2025 6:23,Electronics,Credit Card,Miami
293,393,,1/11/2025 14:05,Clothing,Cash,Chicago
294,314,1405.61,5/21/2025 6:36,Beauty,Cash,Los Angeles
295,818,2457.39,1/17/2025 16:24,Beauty,Credit Card,Los Angeles
296,496,191.35,6/1/2025 14:55,Beauty,Cash,Chicago
297,878,3479.54,4/22/2025 21:30,Clothing,PayPal,Chicago
298,82,2393.97,4/21/2025 1:10,Sports,Debit Card,Miami
299,381,,2/11/2025 2:37,Sports,Credit Card,Chicago
300,9,918.34,5/7/2025 20:01,Electronics,PayPal,Miami
301,13,,3/18/2025 4:40,Beauty,Debit Card,Chicago
302,215,3418.9,6/15/2025 0:41,Sports,Credit Card,Los Angeles
303,347,2557.31,4/4/2025 12:54,Beauty,PayPal,Chicago
304,998,73.71,1/27/2025 5:33,Home,Debit Card,Chicago
305,103,4259.69,1/25/2025 23:27,Sports,PayPal,Miami
306,317,279.77,6/17/2025 4:36,Home,Debit Card,Chicago
307,317,4165.6,4/20/2025 2:07,Beauty,Cash,Chicago
308,390,1060.95,3/3/2025 11:35,Electronics,Debit Card,Miami
309,505,2880.67,4/29/2025 0:55,Electronics,Credit Card,Online
310,909,2000.38,4/18/2025 12:22,Home,PayPal,Los Angeles
311,824,1478.58,1/3/2025 1:21,Home,Cash,Miami
312,466,112.24,5/25/2025 15:50,Clothing,Credit Card,New York
313,628,4443.75,5/10/2025 23:44,Sports,PayPal,New York
314,410,4927.53,4/13/2025 22:58,Beauty,PayPal,New York
315,41,4539.88,4/19/2025 2:29,Clothing,Debit Card,Miami
316,137,4413.2,3/12/2025 5:23,Home,PayPal,Chicago
317,414,2761.36,1/3/2025 3:13,Home,Cash,Los Angeles
318,677,1425.56,1/10/2025 11:59,Home,Credit Card,Miami
319,88,1055.23,4/24/2025 3:44,Clothing,Debit Card,Chicago
320,397,1883.01,4/29/2025 14:52,Home,Debit Card,New York
321,291,3891.85,4/3/2025 18:01,Clothing,PayPal,Online
322,367,2304.8,5/29/2025 7:11,Beauty,PayPal,Chicago
323,467,4684.65,4/30/2025 13:40,Home,Debit Card,New York
324,788,2783.01,4/12/2025 5:54,Electronics,Debit Card,Chicago
325,439,2407.88,6/9/2025 6:34,Beauty,Debit Card,Los Angeles
326,693,2211.37,3/24/2025 2:00,Home,Debit Card,Chicago
327,796,,1/6/2025 15:05,Electronics,PayPal,Los Angeles
328,269,1087.3,4/11/2025 22:35,Home,Debit Card,Online
329,944,2299.69,2/10/2025 20:18,Clothing,Debit Card,Miami
330,866,1983.68,2/5/2025 23:54,Beauty,PayPal,New York
331,984,1208.76,4/3/2025 11:46,Beauty,Credit Card,New York
332,296,206.5,1/4/2025 19:57,Home,Cash,Online
333,614,2124.25,2/12/2025 13:36,Sports,PayPal,Miami
334,532,2370.22,3/26/2025 12:32,Electronics,Debit Card,Los Angeles
335,783,1308.36,5/10/2025 20:36,Beauty,Cash,Los Angeles
336,237,2323.98,4/4/2025 21:50,Beauty,PayPal,Online
337,400,276.43,4/30/2025 4:52,Home,Debit Card,New York
338,174,1768.12,1/24/2025 21:24,Beauty,Cash,New York
339,161,3348.88,5/15/2025 1:36,Home,Cash,Chicago
340,307,1008.48,5/13/2025 17:02,Home,Credit Card,Los Angeles
341,724,4546.42,6/8/2025 19:05,Beauty,PayPal,Online
342,988,1055.22,5/7/2025 5:06,Clothing,PayPal,Miami
343,989,3791.7,5/28/2025 0:09,Clothing,PayPal,Chicago
344,148,105.77,4/24/2025 4:37,Clothing,Credit Card,Los Angeles
345,426,1292.85,4/23/2025 16:28,Electronics,PayPal,Miami
346,117,1524.04,1/4/2025 21:56,Sports,Cash,Online
347,120,3656.06,3/14/2025 4:00,Sports,Debit Card,Chicago
348,135,1523.16,3/1/2025 23:36,Home,PayPal,Los Angeles
349,122,608.7,6/8/2025 14:52,Home,PayPal,Online
350,336,2897.65,2/19/2025 5:42,Home,PayPal,Chicago
351,90,,4/21/2025 1:00,Clothing,Credit Card,Los Angeles
352,992,3691.14,2/12/2025 8:40,Sports,Debit Card,New York
353,121,,3/13/2025 17:36,Home,PayPal,New York
354,916,2087.36,5/31/2025 7:24,Home,Cash,Miami
355,44,2607.5,5/27/2025 4:37,Clothing,Credit Card,Chicago
356,822,3504.99,6/12/2025 14:33,Sports,Credit Card,Miami
357,753,807.06,1/15/2025 7:48,Clothing,Debit Card,Miami
358,147,,2/5/2025 10:02,Beauty,Cash,Los Angeles
359,411,2194.22,2/15/2025 20:19,Electronics,Cash,Miami
360,375,3910.71,6/15/2025 7:31,Clothing,Cash,Los Angeles
361,215,1785.49,2/20/2025 3:44,Home,Cash,New York
362,511,4310.65,3/25/2025 17:45,Clothing,Credit Card,New York
363,524,3384.85,2/12/2025 5:35,Home,PayPal,Online
364,980,,1/30/2025 11:32,Home,Cash,New York
365,885,3662.34,3/14/2025 13:23,Electronics,Cash,Chicago
366,821,2267.87,1/20/2025 11:55,Electronics,Debit Card,Miami
367,175,3546.1,5/7/2025 10:43,Beauty,Debit Card,Online
368,226,2300.1,5/8/2025 20:50,Home,Debit Card,Miami
369,345,4127.88,1/22/2025 15:51,Electronics,PayPal,Online
370,415,3583.85,3/28/2025 6:06,Beauty,Cash,Chicago
371,213,910.56,3/24/2025 21:08,Sports,PayPal,Chicago
372,214,1835.58,1/6/2025 6:03,Home,Cash,New York
373,486,4866.21,2/10/2025 8:37,Home,Debit Card,Los Angeles
374,17,2445.23,2/18/2025 22:07,Home,Credit Card,Chicago
375,790,2546.82,5/7/2025 2:37,Home,Debit Card,New York
376,354,202.36,2/20/2025 19:13,Clothing,Debit Card,Los Angeles
377,866,3010.19,5/31/2025 8:35,Electronics,Debit Card,Los Angeles
378,868,285.99,4/24/2025 16:55,Sports,Debit Card,Miami
379,550,3174.61,1/31/2025 18:53,Electronics,PayPal,Miami
380,800,2010.5,4/20/2025 7:44,Clothing,Debit Card,Miami
381,148,2443.12,2/23/2025 5:00,Electronics,PayPal,Miami
382,758,3070.09,6/11/2025 19:54,Clothing,Credit Card,Miami
383,262,381.86,1/22/2025 21:16,Sports,Credit Card,New York
384,445,4974.03,3/20/2025 13:26,Home,PayPal,Online
385,609,4141.97,4/15/2025 18:11,Home,Credit Card,Miami
386,169,1052.66,5/2/2025 16:08,Clothing,Cash,Online
387,806,3824.79,6/8/2025 14:57,Sports,Cash,New York
388,849,3642.55,1/2/2025 23:14,Electronics,Debit Card,New York
389,469,2525.02,2/27/2025 20:08,Beauty,Credit Card,Miami
390,257,4078.63,2/12/2025 23:27,Home,Debit Card,Miami
391,568,2906.7,4/6/2025 8:55,Electronics,PayPal,New York
392,432,4192.08,5/19/2025 12:09,Clothing,Credit Card,Los Angeles
393,701,227.38,2/7/2025 2:04,Electronics,PayPal,Miami
394,183,1476.9,1/11/2025 18:56,Home,Cash,Online
395,393,3344.85,3/27/2025 17:39,Home,Cash,Chicago
396,225,3340.79,5/12/2025 23:17,Clothing,PayPal,Online
397,834,,2/22/2025 3:01,Electronics,Cash,New York
398,705,4429.17,2/19/2025 13:06,Clothing,Cash,New York
399,102,4151.84,5/21/2025 7:52,Beauty,Credit Card,New York
400,908,2477.6,4/3/2025 2:00,Sports,Credit Card,Los Angeles
401,314,4978.25,3/9/2025 7:43,Electronics,PayPal,Los Angeles
402,191,4652.75,2/12/2025 3:07,Sports,Credit Card,Los Angeles
403,481,1276.51,5/18/2025 8:41,Electronics,Cash,Miami
404,84,2763.52,1/16/2025 9:07,Electronics,PayPal,Online
405,692,3486.07,4/3/2025 11:23,Clothing,PayPal,Miami
406,212,4022.7,6/10/2025 20:02,Electronics,PayPal,Online
407,899,386.18,1/20/2025 15:07,Sports,PayPal,Online
408,358,1618.15,4/18/2025 14:07,Electronics,PayPal,New York
409,985,1227.8,1/20/2025 3:53,Home,Credit Card,New York
410,594,417.56,4/9/2025 14:10,Beauty,Cash,New York
411,432,846.02,3/12/2025 20:16,Clothing,Cash,New York
412,463,3639.71,5/15/2025 22:57,Beauty,Cash,Miami
413,743,,6/16/2025 3:35,Sports,Credit Card,New York
414,264,4374.65,2/18/2025 12:11,Electronics,Cash,Los Angeles
